file_path,x_dim,y_dim,z_dim
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_run-01_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_run-02_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-04_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-04_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-04_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-04_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-04_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024955/ses-20090101/anat/sub-A00024955_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00015759/ses-20120101/anat/sub-A00015759_ses-20120101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00015759/ses-20120101/anat/sub-A00015759_ses-20120101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00015759/ses-20120101/anat/sub-A00015759_ses-20120101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00015759/ses-20120101/anat/sub-A00015759_ses-20120101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00015759/ses-20120101/anat/sub-A00015759_ses-20120101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00015759/ses-20120101/anat/sub-A00015759_ses-20120101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00024535/ses-20090101/anat/sub-A00024535_ses-20090101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-03_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-03_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-03_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-03_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-03_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00006754/ses-20110101/anat/sub-A00006754_ses-20110101_acq-mprage_run-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-03_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-03_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-03_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-03_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00007409/ses-20110101/anat/sub-A00007409_ses-20110101_acq-mprage_run-03_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037665/ses-20130101/anat/sub-A00037665_ses-20130101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037665/ses-20130101/anat/sub-A00037665_ses-20130101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037665/ses-20130101/anat/sub-A00037665_ses-20130101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037665/ses-20130101/anat/sub-A00037665_ses-20130101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037665/ses-20130101/anat/sub-A00037665_ses-20130101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037665/ses-20130101/anat/sub-A00037665_ses-20130101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037619/ses-20130101/anat/sub-A00037619_ses-20130101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037619/ses-20130101/anat/sub-A00037619_ses-20130101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037619/ses-20130101/anat/sub-A00037619_ses-20130101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037619/ses-20130101/anat/sub-A00037619_ses-20130101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037619/ses-20130101/anat/sub-A00037619_ses-20130101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037619/ses-20130101/anat/sub-A00037619_ses-20130101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023366/ses-20090101/anat/sub-A00023366_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00001243/ses-20110101/anat/sub-A00001243_ses-20110101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-05_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-05_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-04_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_run-02_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-05_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-04_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-04_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-05_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-06_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-04_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-04_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-05_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_acq-mprage_run-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014830/ses-20090101/anat/sub-A00014830_ses-20090101_run-01_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037007/ses-20130101/anat/sub-A00037007_ses-20130101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037007/ses-20130101/anat/sub-A00037007_ses-20130101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037007/ses-20130101/anat/sub-A00037007_ses-20130101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037007/ses-20130101/anat/sub-A00037007_ses-20130101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037007/ses-20130101/anat/sub-A00037007_ses-20130101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00037007/ses-20130101/anat/sub-A00037007_ses-20130101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-04_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-01_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-01_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-04_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-04_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-04_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-04_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00020787/ses-20100101/anat/sub-A00020787_ses-20100101_acq-mprage_run-01_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_T2w.nii.gz,192,192,120
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_acq-mprage_run-02_echo-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_acq-mprage_run-01_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023095/ses-20090101/anat/sub-A00023095_ses-20090101_acq-mprage_run-02_echo-05_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023131/ses-20110101/anat/sub-A00023131_ses-20110101_acq-mprage_run-01_echo-02_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023131/ses-20110101/anat/sub-A00023131_ses-20110101_acq-mprage_run-03_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023131/ses-20110101/anat/sub-A00023131_ses-20110101_acq-mprage_run-01_echo-04_T1w.nii.gz,192,256,256
data/schizconnect_COBRE_images_22613/COBRE/sub-A00023131/ses-20110101/anat/sub-A00023131_ses-20110101_T2w.nii.gz,192,192,120
